IdCompeticao,NomeCompeticao,IdUser,NumaMaxEqEscolas,IdModoCompeticao,DataInscFinal,DiaHoraCompeticao,MaxTentJogo,TempoTotalJogo,NumTotNiveis,VidasPorNivel,NumEltosEquipa,Calculadora,VisualizarProva,InicioPreInscricao,FimPreInscricao,InicioInscricaoEquipas,FimInscricaoEquipas,Estilo,URL,TreinoVisivel,FimCompeticao,RefIdCicloEnsino,DataCriacao,plataforma,idCompeticaoEvento,IconName
960,"bio11 - REDEbio 2012                                        ",185707,999,2,2012-02-29 23:59:59.000,2012-03-07 08:30:00.000,1,20,15,2,2,0,NULL,NULL,NULL,2011-10-04 00:01:00.000,2012-02-29 23:59:00.000,BIO11,NULL,0,NULL,4,2011-10-03 11:05:37.593,2,NULL,NULL
961,"bio12 - REDEbio 2012                                        ",185707,999,2,2012-02-29 23:59:59.000,2012-03-07 08:30:00.000,1,20,10,2,2,0,NULL,NULL,NULL,2011-10-04 00:01:00.000,2012-02-29 23:59:00.000,BIO12,NULL,0,NULL,4,2011-10-03 11:06:44.210,2,NULL,NULL
962,"DAR@língua 7º ano - língua EM REDE 2012                     ",185707,999,2,2012-02-29 23:59:59.000,2012-03-07 08:30:00.000,1,20,10,2,2,0,NULL,NULL,NULL,2011-10-04 00:01:00.000,2012-02-29 23:59:00.000,POR,NULL,0,NULL,3,2011-10-03 11:08:30.557,2,NULL,NULL
963,"DAR@língua 8º ano - língua EM REDE 2012                     ",185707,999,2,2012-02-29 23:59:59.000,2012-03-07 08:30:00.000,1,20,10,2,2,0,NULL,NULL,NULL,2011-10-04 00:01:00.000,2012-02-29 23:59:00.000,POR,NULL,0,NULL,3,2011-10-03 11:09:49.097,2,NULL,NULL
964,"DAR@língua 9º ano - língua EM REDE 2012                     ",185707,999,2,2012-02-29 23:59:59.000,2012-03-07 08:30:00.000,1,20,10,2,2,0,NULL,NULL,NULL,2011-10-04 00:01:00.000,2012-02-29 23:59:00.000,POR,NULL,0,NULL,3,2011-10-03 11:11:04.903,2,NULL,NULL
965,"EQUAmat 7º ano - REDEmat 2012                               ",185707,999,2,2012-02-29 23:59:59.000,2012-03-07 08:30:00.000,1,20,20,2,2,1,NULL,NULL,NULL,2011-10-04 00:01:00.000,2012-02-29 23:59:00.000,EM,NULL,0,NULL,3,2011-10-03 11:12:57.613,2,NULL,NULL
966,"EQUAmat 8º ano - REDEmat 2012                               ",185707,999,2,2012-02-29 23:59:59.000,2012-03-07 08:30:00.000,1,20,20,2,2,1,NULL,NULL,NULL,2011-10-04 00:01:00.000,2012-02-29 23:59:00.000,EM,NULL,0,NULL,3,2011-10-03 11:14:07.480,2,NULL,NULL
967,"EQUAmat 9º ano - REDEmat 2012                               ",185707,999,2,2012-02-29 23:59:59.000,2012-03-07 08:30:00.000,1,20,20,2,2,1,NULL,NULL,NULL,2011-10-04 00:01:00.000,2012-02-29 23:59:00.000,EM,NULL,0,NULL,3,2011-10-03 11:15:15.047,2,NULL,NULL
968,"MAISmat - REDEmat 2012                                      ",185707,999,2,2012-02-29 23:59:59.000,2012-03-07 08:30:00.000,1,20,20,2,2,1,NULL,NULL,NULL,2011-10-04 00:01:00.000,2012-02-29 23:59:00.000,+M,NULL,0,NULL,2,2011-10-03 11:17:44.033,2,NULL,NULL
969,"mat12 10º ano - REDEmat 2012                                ",185707,999,2,2012-02-29 23:59:59.000,2012-03-07 08:30:00.000,1,20,20,2,2,1,NULL,NULL,NULL,2011-10-04 00:01:00.000,2012-02-29 23:59:00.000,MXII,NULL,0,NULL,4,2011-10-03 11:19:25.410,2,NULL,NULL
970,"mat12 11º ano - REDEmat 2012                                ",185707,999,2,2012-02-29 23:59:59.000,2012-03-07 08:30:00.000,1,20,20,2,2,1,NULL,NULL,NULL,2011-10-04 00:01:00.000,2012-02-29 23:59:00.000,MXII,NULL,0,NULL,4,2011-10-03 11:20:41.873,2,NULL,NULL
971,"mat12 12º ano - REDEmat 2012                                ",185707,999,2,2012-02-29 23:59:59.000,2012-03-07 08:30:00.000,1,20,20,2,2,1,NULL,NULL,NULL,2011-10-04 00:01:00.000,2012-02-29 23:59:00.000,MXII,NULL,0,NULL,4,2011-10-03 11:21:51.880,2,NULL,NULL
972,"fis10 EM REDE 2012                                          ",185707,999,2,2012-02-29 23:59:59.000,2012-03-07 08:30:00.000,1,30,10,2,2,1,NULL,NULL,NULL,2011-10-04 00:01:00.000,2012-02-29 23:59:00.000,FIS10,NULL,0,NULL,4,2011-10-03 11:23:42.183,2,NULL,NULL
973,"fis11 EM REDE 2012                                          ",185707,999,2,2012-02-29 23:59:59.000,2012-03-07 08:30:00.000,1,30,10,2,2,1,NULL,NULL,NULL,2011-10-04 00:01:00.000,2012-02-29 23:59:00.000,FIS11,NULL,0,NULL,4,2011-10-03 11:24:43.030,2,NULL,NULL
974,"fis12 EM REDE 2012                                          ",185707,999,2,2012-02-29 23:59:59.000,2012-03-07 08:30:00.000,1,30,10,2,2,1,NULL,NULL,NULL,2011-10-04 00:01:00.000,2012-02-29 23:59:00.000,FIS12,NULL,0,NULL,4,2011-10-03 11:25:42.597,2,NULL,NULL
975,"bio 10 11 12 - 2012                                         ",185707,15,2,NULL,2012-04-26 08:30:00.000,1,20,10,2,2,0,NULL,2011-10-04 00:01:00.000,NULL,2011-10-04 00:01:00.000,2012-04-26 12:59:59.000,BIO,NULL,0,NULL,4,2011-10-03 13:51:41.203,2,NULL,NULL
976,"DAR@língua 2012                                             ",185707,15,2,NULL,2012-04-24 08:30:00.000,1,20,10,2,2,0,NULL,2011-10-04 00:01:00.000,NULL,2011-10-04 00:01:00.000,2012-04-24 12:59:59.000,POR,NULL,0,NULL,3,2011-10-03 13:58:01.000,2,NULL,NULL
977,"EQUAmat 2012                                                ",185707,15,2,NULL,2012-04-24 08:30:00.000,1,20,20,2,2,0,NULL,2011-10-04 00:01:00.000,NULL,2011-10-04 00:01:00.000,2012-04-24 12:59:59.000,EM,NULL,0,NULL,3,2011-10-03 13:59:54.583,2,NULL,NULL
978,"fis 10 11 12 - 2012                                         ",185707,15,2,NULL,2012-04-26 08:30:00.000,1,30,10,2,2,0,NULL,2011-10-04 00:01:00.000,NULL,2011-10-04 00:01:00.000,2012-04-26 12:59:59.000,FIS,NULL,0,NULL,4,2011-10-03 14:01:15.737,2,NULL,NULL
979,"mat12 2012                                                  ",185707,15,2,NULL,2012-04-26 08:30:00.000,1,20,20,2,2,0,NULL,2011-10-04 00:01:00.000,NULL,2011-10-04 00:01:00.000,2012-04-26 12:59:59.000,MXII,NULL,0,NULL,4,2011-10-03 14:02:36.670,2,NULL,NULL
980,"REDEbio 2012                                                ",185707,999,2,2012-03-04 23:59:59.000,2012-03-07 08:30:00.000,1,20,10,2,2,0,NULL,2011-10-04 00:01:00.000,NULL,2011-10-04 00:01:00.000,2012-03-07 18:59:59.000,BIO10,NULL,0,NULL,4,2011-10-03 14:04:16.950,2,NULL,NULL
981,"língua EM REDE 2012                                         ",185707,999,2,2012-03-04 23:59:59.000,2012-03-07 08:30:00.000,1,20,10,2,2,0,NULL,2011-10-04 00:01:00.000,NULL,2011-10-04 00:01:00.000,2012-03-07 18:59:59.000,POR,NULL,0,NULL,2,2011-10-03 14:05:57.030,2,NULL,NULL
982,"REDEmat 2012                                                ",185707,999,2,2012-03-04 23:59:59.000,2012-03-07 08:30:00.000,1,20,20,2,2,0,NULL,2011-10-04 00:01:00.000,NULL,2011-10-04 00:01:00.000,2012-03-07 18:59:59.000,RM,NULL,0,NULL,2,2011-10-03 14:09:00.463,2,NULL,NULL
983,"fis EM REDE 2012                                            ",185707,999,2,2012-03-04 23:59:59.000,2012-03-07 08:30:00.000,1,30,10,2,2,0,NULL,2011-10-04 00:01:00.000,NULL,2011-10-04 00:01:00.000,2012-03-07 18:59:59.000,FIS,NULL,0,NULL,4,2011-10-03 14:10:53.000,2,NULL,NULL
984,"Redondo-prova                                               ",185707,999,3,NULL,2011-11-30 09:00:00.000,2,20,10,2,2,0,NULL,2011-11-30 09:00:00.000,NULL,2011-11-30 09:00:00.000,2012-06-30 23:59:00.000,EM,NULL,0,NULL,1,2011-10-27 14:49:45.433,2,NULL,NULL
985,"Competição de teste 2012 – em rede                          ",185707,999,2,2012-01-09 23:59:59.000,2012-03-07 08:30:00.000,1,30,10,2,2,0,NULL,NULL,NULL,NULL,NULL,FIS,NULL,0,NULL,1,2011-10-03 14:10:53.000,2,NULL,NULL
986,"fisQ 2012 - Treinos provisórios                             ",185707,999,3,NULL,2012-02-16 10:00:00.000,2,30,7,2,2,1,NULL,NULL,NULL,NULL,NULL,fisQ,NULL,0,NULL,3,2012-02-15 10:10:21.310,2,NULL,NULL
987,"natweb 2012 - Treinos provisórios                           ",185707,999,3,NULL,2012-02-16 10:00:00.000,2,20,5,2,2,0,NULL,NULL,NULL,NULL,NULL,nw,NULL,0,NULL,2,2012-02-15 10:12:22.170,2,NULL,NULL
988,"fis10 - Treinos em prova corrida                            ",185707,999,3,NULL,2012-03-14 10:00:00.000,2,30,10,2,2,0,NULL,NULL,NULL,NULL,NULL,FIS10,NULL,0,NULL,4,2012-03-09 11:33:18.427,2,NULL,NULL
989,"fis11 - Treinos em prova corrida                            ",185707,999,3,NULL,2012-03-14 10:00:00.000,2,30,10,2,2,0,NULL,NULL,NULL,NULL,NULL,FIS11,NULL,0,NULL,4,2012-03-09 11:34:31.660,2,NULL,NULL
990,"fis12 - Treinos em prova corrida                            ",185707,999,3,NULL,2012-03-14 10:00:00.000,2,30,10,2,2,0,NULL,NULL,NULL,NULL,NULL,FIS12,NULL,0,NULL,4,2012-03-09 11:36:27.347,2,NULL,NULL
991,"fisQ - Treinos em prova corrida                             ",185707,999,3,NULL,2012-03-14 10:00:00.000,2,30,10,2,2,0,NULL,NULL,NULL,NULL,NULL,FIS,NULL,0,NULL,3,2012-03-09 11:39:58.003,2,NULL,NULL
992,"fisQ - Treinos provisórios em prova corrida                 ",185707,999,3,NULL,2012-03-14 10:00:00.000,2,30,7,2,2,0,NULL,NULL,NULL,NULL,NULL,FIS,NULL,0,NULL,3,2012-03-09 11:40:56.957,2,NULL,NULL
993,"natweb - Treinos em prova corrida                           ",185707,999,3,NULL,2012-03-14 10:00:00.000,2,20,10,2,2,0,NULL,NULL,NULL,NULL,NULL,GEO,NULL,0,NULL,2,2012-03-09 11:43:28.113,2,NULL,NULL
994,"natweb - Treinos provisórios em prova corrida               ",185707,999,3,NULL,2012-03-14 10:00:00.000,2,20,5,2,2,0,NULL,NULL,NULL,NULL,NULL,GEO,NULL,0,NULL,2,2012-03-09 11:45:12.833,2,NULL,NULL
995,"DIZ3 - treinos 2012 (versão mobile)                         ",8452,999,3,NULL,2012-03-19 15:10:50.093,1,20,15,2,2,0,NULL,NULL,NULL,NULL,NULL,EM,NULL,0,NULL,1,2012-03-19 15:10:50.093,2,NULL,NULL
996,"DIZ3 - Ílhavo                                               ",185707,999,2,NULL,2012-05-21 08:30:00.000,1,10,6,2,1,0,NULL,2012-05-15 00:01:00.000,NULL,2012-05-15 00:01:00.000,2012-05-15 11:59:00.000,EM,NULL,0,NULL,1,2012-05-15 09:52:33.553,2,NULL,NULL
997,"M@tMoz - Treinos2012                                        ",306693,999,3,NULL,2012-07-05 13:43:30.833,2,30,10,2,2,0,NULL,NULL,NULL,NULL,NULL,EM,NULL,0,NULL,3,2012-07-05 13:43:30.833,2,NULL,NULL
999,"M@tMoz - Nampula2012                                        ",306693,999,2,NULL,2012-10-05 08:00:00.000,1,30,10,2,2,0,NULL,NULL,NULL,NULL,NULL,EM,NULL,0,NULL,3,2012-07-05 14:16:20.820,2,NULL,NULL
1000,"M@tMoz - Quelimane2012                                      ",306693,999,2,NULL,2012-10-05 08:00:00.000,1,30,10,2,2,0,NULL,NULL,NULL,NULL,NULL,EM,NULL,0,NULL,3,2012-07-05 14:19:50.710,2,NULL,NULL
1001,"M@tMoz - Inhambane2012                                      ",306693,999,2,NULL,2012-10-05 08:00:00.000,1,30,10,2,2,0,NULL,NULL,NULL,NULL,NULL,EM,NULL,0,NULL,3,2012-07-05 14:20:56.320,2,NULL,NULL
1002,"M@tMoz - Beira2012                                          ",306693,999,2,NULL,2012-10-05 08:00:00.000,1,30,10,2,2,0,NULL,NULL,NULL,NULL,NULL,EM,NULL,0,NULL,3,2012-07-05 14:27:55.193,2,NULL,NULL
1003,"Academia de Verão-LP.treinos                                ",185707,999,3,NULL,2012-07-11 09:00:00.000,1,30,10,2,1,0,NULL,NULL,NULL,NULL,NULL,POR,NULL,0,NULL,3,2012-07-09 10:35:52.700,2,NULL,NULL
1004,"Academia de Verão- LP. Competição                           ",185707,999,2,NULL,2012-07-11 10:00:00.000,1,30,10,2,1,0,NULL,NULL,NULL,2012-07-10 09:00:00.000,2012-07-11 18:00:00.000,POR,NULL,0,NULL,3,2012-07-09 10:38:40.653,2,NULL,NULL
1005,"Pensar@Língua-treinos 2012                                  ",185707,999,3,NULL,2012-07-12 09:00:00.000,2,30,10,2,2,0,NULL,NULL,NULL,NULL,NULL,POR,NULL,0,NULL,3,2012-07-09 10:43:05.110,2,NULL,NULL
1006,"Pensar@Língua Competição-Nampula.2012                       ",185707,999,2,NULL,2012-10-01 09:00:00.000,1,30,10,2,2,0,NULL,NULL,NULL,NULL,NULL,POR,NULL,0,NULL,3,2012-07-09 10:45:35.307,2,NULL,NULL
1007,"Pensar@Língua Competição-Inhambane 2012                     ",185707,999,2,NULL,2012-10-01 09:00:00.000,1,30,10,2,2,0,NULL,NULL,NULL,NULL,NULL,POR,NULL,0,NULL,3,2012-07-09 10:47:35.240,2,NULL,NULL
1008,"Pensar@Língua Competição-Beira 2012                         ",185707,999,2,NULL,2012-10-01 09:00:00.000,1,30,10,2,2,0,NULL,NULL,NULL,NULL,NULL,POR,NULL,0,NULL,3,2012-07-09 10:50:00.653,2,NULL,NULL
1009,"Pensar@Língua- Competição. Quelimane 2012                   ",185707,999,2,NULL,2012-10-01 09:00:00.000,1,30,10,2,2,0,NULL,NULL,NULL,NULL,NULL,POR,NULL,0,NULL,3,2012-07-09 10:54:21.550,2,NULL,NULL
1010,"Cromatic I                                                  ",306693,999,3,NULL,2012-08-17 22:37:18.027,1,20,10,2,2,0,NULL,NULL,NULL,NULL,NULL,EM,NULL,0,NULL,3,2012-08-17 22:37:18.027,2,NULL,NULL
1012,"Cromatic II                                                 ",306693,999,3,NULL,2012-08-22 09:52:23.567,1,20,10,2,2,0,NULL,NULL,NULL,NULL,NULL,EM,NULL,0,NULL,3,2012-08-22 09:52:23.567,2,NULL,NULL
1013,"Cromatic III                                                ",306693,999,3,NULL,2012-08-22 10:08:25.100,1,20,10,2,2,0,NULL,NULL,NULL,NULL,NULL,EM,NULL,0,NULL,3,2012-08-22 10:08:25.100,2,NULL,NULL
1014,"DIZ3 treinos 2013                                           ",185707,999,3,NULL,2013-01-02 10:00:00.000,2,20,15,2,2,0,NULL,NULL,NULL,NULL,NULL,EM,NULL,0,NULL,1,2012-09-10 11:52:36.327,2,NULL,NULL
1015,"nota+ treinos 2013                                          ",185707,999,3,NULL,2013-01-02 10:00:00.000,2,20,10,2,2,0,NULL,NULL,NULL,NULL,NULL,EM,NULL,0,NULL,1,2012-09-10 11:56:27.070,2,NULL,NULL
1016,"DIZ+ treinos 2013                                           ",185707,999,3,NULL,2013-01-02 10:00:00.000,2,20,15,2,2,0,NULL,NULL,NULL,NULL,NULL,EM,NULL,0,NULL,2,2012-09-10 11:57:15.697,2,NULL,NULL
1017,"DAR@língua 7º ano - treinos 2013                            ",185707,999,3,NULL,2013-01-02 10:00:00.000,2,20,10,2,2,0,NULL,NULL,NULL,NULL,NULL,POR,NULL,0,NULL,3,2012-09-10 11:58:30.927,2,NULL,NULL
1018,"DAR@língua 8º ano - treinos 2013                            ",185707,999,3,NULL,2013-01-02 10:00:00.000,2,20,10,2,2,0,NULL,NULL,NULL,NULL,NULL,POR,NULL,0,NULL,3,2012-09-10 12:00:02.260,2,NULL,NULL
1019,"DAR@língua 9º ano - treinos 2013                            ",185707,999,3,NULL,2013-01-02 10:00:00.000,2,20,10,2,2,0,NULL,NULL,NULL,NULL,NULL,POR,NULL,0,NULL,3,2012-09-10 12:00:57.950,2,NULL,NULL
1020,"EQUAmat 7º ano - treinos 2013                               ",185707,999,3,NULL,2013-01-02 10:00:00.000,2,20,20,2,1,1,NULL,NULL,NULL,NULL,NULL,EM,NULL,0,NULL,3,2012-09-10 12:01:52.690,2,NULL,NULL
1021,"EQUAmat 7º ano - treinos 2013 (1-10)                        ",185707,999,3,NULL,2013-01-02 10:00:00.000,2,20,10,2,2,1,NULL,NULL,NULL,NULL,NULL,EM,NULL,0,NULL,3,2012-09-10 12:02:44.723,2,NULL,NULL
1022,"EQUAmat 7º ano - treinos 2013 (11-20)                       ",185707,999,3,NULL,2013-01-02 10:00:00.000,2,20,10,2,2,1,NULL,NULL,NULL,NULL,NULL,EM,NULL,0,NULL,3,2012-09-10 12:03:45.420,2,NULL,NULL
1023,"EQUAmat 8º ano - treinos 2013                               ",185707,999,3,NULL,2013-01-02 10:00:00.000,2,20,20,2,1,1,NULL,NULL,NULL,NULL,NULL,EM,NULL,0,NULL,3,2012-09-10 12:05:36.087,2,NULL,NULL
1024,"EQUAmat 8º ano - treinos 2013 (1-10)                        ",185707,999,3,NULL,2013-01-02 10:00:00.000,2,20,10,2,2,1,NULL,NULL,NULL,NULL,NULL,EM,NULL,0,NULL,3,2012-09-10 12:06:23.930,2,NULL,NULL
1025,"EQUAmat 8º ano - treinos 2013 (11-20)                       ",185707,999,3,NULL,2013-01-02 10:00:00.000,2,20,10,2,2,1,NULL,NULL,NULL,NULL,NULL,EM,NULL,0,NULL,3,2012-09-10 12:07:58.873,2,NULL,NULL
1026,"EQUAmat 9º ano - treinos 2013                               ",185707,999,3,NULL,2013-01-02 10:00:00.000,2,20,20,2,1,1,NULL,NULL,NULL,NULL,NULL,EM,NULL,0,NULL,3,2012-09-10 12:08:43.343,2,NULL,NULL
1027,"EQUAmat 9º ano - treinos 2013 (1-10)                        ",185707,999,3,NULL,2013-01-02 10:00:00.000,2,20,10,2,2,1,NULL,NULL,NULL,NULL,NULL,EM,NULL,0,NULL,3,2012-09-10 12:09:41.600,2,NULL,NULL
1028,"EQUAmat 9º ano - treinos 2013 (11-20)                       ",185707,999,3,NULL,2013-01-02 10:00:00.000,2,20,10,2,2,1,NULL,NULL,NULL,NULL,NULL,EM,NULL,0,NULL,3,2012-09-10 12:10:34.917,2,NULL,NULL
1029,"geo@NET - treinos 2013                                      ",185707,999,3,NULL,2013-01-02 10:00:00.000,2,20,15,2,2,0,NULL,NULL,NULL,NULL,NULL,GEO,NULL,0,NULL,3,2012-09-10 12:19:18.953,2,NULL,NULL
1030,"fisQ - treinos 2013                                         ",185707,999,3,NULL,2013-01-02 10:00:00.000,2,30,10,2,2,1,NULL,NULL,NULL,NULL,NULL,fisQ,NULL,0,NULL,3,2012-09-10 12:20:38.403,2,NULL,NULL
1031,"FQuest - treinos 2013                                       ",185707,999,3,NULL,2013-01-02 10:00:00.000,2,30,10,2,2,1,NULL,NULL,NULL,NULL,NULL,FQu,NULL,0,NULL,4,2012-09-10 12:21:51.697,2,NULL,NULL
1032,"GVIDA - treinos 2013                                        ",185707,999,3,NULL,2013-01-02 10:00:00.000,2,30,20,2,2,0,NULL,NULL,NULL,NULL,NULL,GV,NULL,0,NULL,4,2012-09-10 14:24:03.700,2,NULL,NULL
1033,"bio12 - treinos 2013                                        ",185707,999,3,NULL,2013-01-02 10:00:00.000,2,20,10,2,2,0,NULL,NULL,NULL,NULL,NULL,BIO12,NULL,0,NULL,4,2012-09-10 14:24:53.123,2,NULL,NULL
1034,"fis12 - treinos 2013                                        ",185707,999,3,NULL,2013-01-02 10:00:00.000,2,30,10,2,2,0,NULL,NULL,NULL,NULL,NULL,FIS12,NULL,0,NULL,4,2012-09-10 14:25:41.783,2,NULL,NULL
1035,"mat12 10º ano - treinos 2013                                ",185707,999,3,NULL,2013-01-02 10:00:00.000,2,20,20,2,2,1,NULL,NULL,NULL,NULL,NULL,MXII,NULL,0,NULL,4,2012-09-10 14:26:28.020,2,NULL,NULL
1036,"mat12 10º ano - treinos 2013 (1-10)                         ",185707,999,3,NULL,2013-01-02 10:00:00.000,2,20,10,2,2,1,NULL,NULL,NULL,NULL,NULL,MXII,NULL,0,NULL,4,2012-09-10 14:28:06.430,2,NULL,NULL
1037,"mat12 10º ano - treinos 2013 (11-20)                        ",185707,999,3,NULL,2013-01-02 10:00:00.000,2,20,10,2,2,1,NULL,NULL,NULL,NULL,NULL,MXII,NULL,0,NULL,4,2012-09-10 14:28:52.603,2,NULL,NULL
1038,"mat12 11º ano - treinos 2013                                ",185707,999,3,NULL,2013-01-02 10:00:00.000,2,20,20,2,2,1,NULL,NULL,NULL,NULL,NULL,MXII,NULL,0,NULL,4,2012-09-10 14:31:35.773,2,NULL,NULL
1039,"mat12 11º ano - treinos 2013 (1-10)                         ",185707,999,3,NULL,2013-01-02 10:00:00.000,2,20,10,2,2,1,NULL,NULL,NULL,NULL,NULL,MXII,NULL,0,NULL,4,2012-09-10 14:32:27.810,2,NULL,NULL
1040,"mat12 11º ano - treinos 2013 (11-20)                        ",185707,999,3,NULL,2013-01-02 10:00:00.000,2,20,10,2,2,1,NULL,NULL,NULL,NULL,NULL,MXII,NULL,0,NULL,4,2012-09-10 14:33:16.060,2,NULL,NULL
1041,"mat12 12º ano - treinos 2013                                ",185707,999,3,NULL,2013-01-02 10:00:00.000,2,20,20,2,2,1,NULL,NULL,NULL,NULL,NULL,MXII,NULL,0,NULL,4,2012-09-10 14:34:17.397,2,NULL,NULL
1042,"mat12 12º ano - treinos 2013 (1-10)                         ",185707,999,3,NULL,2013-01-02 10:00:00.000,2,20,10,2,2,1,NULL,NULL,NULL,NULL,NULL,MXII,NULL,0,NULL,4,2012-09-10 14:35:01.053,2,NULL,NULL
1043,"mat12 12º ano - treinos 2013 (11-20)                        ",185707,999,3,NULL,2013-01-02 10:00:00.000,2,20,10,2,2,1,NULL,NULL,NULL,NULL,NULL,MXII,NULL,0,NULL,4,2012-09-10 14:36:23.113,2,NULL,NULL
1044,"DIZ3 2013                                                   ",185707,15,2,NULL,2013-04-22 08:00:00.000,1,20,15,2,2,0,NULL,2012-10-01 10:00:00.000,NULL,2012-10-01 10:00:00.000,2013-04-22 13:59:00.000,MM,NULL,0,NULL,1,2012-09-11 09:54:34.533,2,NULL,NULL
1045,"nota+ 2013                                                  ",185707,15,2,NULL,2013-04-22 08:00:00.000,1,20,10,2,2,0,NULL,2012-10-01 10:00:00.000,NULL,2012-10-01 10:00:00.000,2013-04-22 13:59:00.000,MM,NULL,0,NULL,1,2012-09-11 09:56:36.270,2,NULL,NULL
1046,"DIZ+ 2013                                                   ",185707,15,2,NULL,2013-04-22 08:00:00.000,1,20,15,2,2,0,NULL,2012-01-10 10:00:00.000,NULL,2012-01-10 10:00:00.000,2013-04-22 13:59:00.000,MM,NULL,0,NULL,2,2012-09-11 09:57:30.817,2,NULL,NULL
1047,"DAR@língua 2013 ++                                          ",185707,15,2,NULL,2013-04-23 08:00:00.000,1,20,10,2,2,0,NULL,2012-10-01 10:00:00.000,NULL,2012-10-01 10:00:00.000,2013-04-23 13:59:00.000,POR,NULL,0,NULL,1,2012-09-11 09:59:49.863,2,NULL,NULL
1048,"DAR@língua 7º ano 2013                                      ",185707,15,2,NULL,2013-04-23 08:00:00.000,1,20,10,2,2,0,NULL,NULL,NULL,NULL,NULL,POR,NULL,0,NULL,3,2012-09-11 10:01:58.690,2,NULL,NULL
1049,"DAR@língua 8º ano 2013                                      ",185707,15,2,NULL,2013-04-23 08:00:00.000,1,20,10,2,2,0,NULL,NULL,NULL,NULL,NULL,POR,NULL,0,NULL,3,2012-09-11 10:04:19.003,2,NULL,NULL
1050,"DAR@língua 9º ano 2013                                      ",185707,15,2,NULL,2013-04-23 08:00:00.000,1,20,10,2,2,0,NULL,NULL,NULL,NULL,NULL,POR,NULL,0,NULL,3,2012-09-11 10:06:09.143,2,NULL,NULL
1051,"EQUAmat 2013 ++                                             ",185707,15,2,NULL,2013-04-23 08:00:00.000,1,20,20,2,2,1,NULL,2012-10-01 10:00:00.000,NULL,2012-10-01 10:00:00.000,2013-04-23 13:59:00.000,EM,NULL,0,NULL,3,2012-09-11 10:08:56.660,2,NULL,NULL
1052,"EQUAmat 7º ano 2013                                         ",185707,15,2,NULL,2013-04-23 08:00:00.000,1,20,20,2,2,1,NULL,NULL,NULL,NULL,NULL,EM,NULL,0,NULL,3,2012-09-11 12:10:02.630,2,NULL,NULL
1053,"EQUAmat 8º ano 2013                                         ",185707,15,2,NULL,2013-04-23 08:00:00.000,1,20,20,2,2,1,NULL,NULL,NULL,NULL,NULL,EM,NULL,0,NULL,3,2012-09-11 12:11:40.690,2,NULL,NULL
1054,"EQUAmat 9º ano 2013                                         ",185707,15,2,NULL,2013-04-23 08:00:00.000,1,20,20,2,2,1,NULL,NULL,NULL,NULL,NULL,EM,NULL,0,NULL,3,2012-09-11 12:13:06.380,2,NULL,NULL
1055,"geo@NET 2013                                                ",185707,15,2,NULL,2013-04-23 08:00:00.000,1,20,15,2,2,0,NULL,2012-10-01 10:00:00.000,NULL,2012-10-01 10:00:00.000,2013-04-23 13:59:00.000,GEO,NULL,0,NULL,3,2012-09-11 12:14:18.037,2,NULL,NULL
1056,"fisQ 2013                                                   ",185707,15,2,NULL,2013-04-23 08:00:00.000,1,30,10,2,2,1,NULL,2012-10-01 10:00:00.000,NULL,2012-10-01 10:00:00.000,2013-04-23 13:59:00.000,fisQ,NULL,0,NULL,3,2012-09-11 12:15:31.800,2,NULL,NULL
1057,"GVIDA 2013                                                  ",185707,15,2,NULL,2013-04-24 08:00:00.000,1,30,20,2,2,0,NULL,2012-10-01 10:00:00.000,2013-04-24 12:00:00.000,2012-10-01 10:00:00.000,2013-04-24 12:00:00.000,GV,NULL,0,NULL,4,2012-09-11 12:20:04.190,2,NULL,NULL
1058,"bio12 2013                                                  ",185707,15,2,NULL,2013-04-24 08:00:00.000,1,20,10,2,2,0,NULL,2012-10-01 10:00:00.000,2013-04-24 12:00:00.000,2012-10-01 10:00:00.000,2013-04-24 12:00:00.000,BIO12,NULL,0,NULL,4,2012-09-11 12:24:18.083,2,NULL,NULL
1059,"FQuest 2013                                                 ",185707,15,2,NULL,2013-04-24 08:00:00.000,1,30,10,2,2,1,NULL,2012-10-01 10:00:00.000,2013-04-24 12:00:00.000,2012-10-01 10:00:00.000,2013-04-24 12:00:00.000,FQu,NULL,0,NULL,4,2012-09-11 12:28:31.800,2,NULL,NULL
1060,"fis12 2013                                                  ",185707,15,2,NULL,2013-04-24 08:00:00.000,1,30,10,2,2,1,NULL,2012-10-01 10:00:00.000,2013-04-24 12:00:00.000,2012-10-01 10:00:00.000,2013-04-24 12:00:00.000,FIS12,NULL,0,NULL,4,2012-09-11 12:31:18.317,2,NULL,NULL
1061,"mat12 2013 ++                                               ",185707,15,2,NULL,2013-04-24 08:00:00.000,1,20,20,2,2,1,NULL,2012-10-01 10:00:00.000,2013-04-24 12:00:00.000,2012-10-01 10:00:00.000,2013-04-24 12:00:00.000,MXII,NULL,0,NULL,4,2012-09-11 14:36:12.597,2,NULL,NULL
1062,"mat12 10º ano 2013                                          ",185707,15,2,NULL,2013-04-24 08:00:00.000,1,20,20,2,2,1,NULL,NULL,NULL,NULL,NULL,MXII,NULL,0,NULL,4,2012-09-11 14:37:59.690,2,NULL,NULL
1063,"mat12 11º ano 2013                                          ",185707,15,2,NULL,2013-04-24 08:00:00.000,1,20,20,2,2,1,NULL,NULL,NULL,NULL,NULL,MXII,NULL,0,NULL,4,2012-09-11 14:39:32.660,2,NULL,NULL
