IdCompeticao,NomeCompeticao,IdUser,NumaMaxEqEscolas,IdModoCompeticao,DataInscFinal,DiaHoraCompeticao,MaxTentJogo,TempoTotalJogo,NumTotNiveis,VidasPorNivel,NumEltosEquipa,Calculadora,VisualizarProva,InicioPreInscricao,FimPreInscricao,InicioInscricaoEquipas,FimInscricaoEquipas,Estilo,URL,TreinoVisivel,FimCompeticao,RefIdCicloEnsino,DataCriacao,plataforma,idCompeticaoEvento,IconName
357,"EQUAmat 9º ano - treinos 2008                               ",73199,999,3,NULL,2008-01-01 01:00:00.000,2,30,20,2,1,0,NULL,NULL,NULL,NULL,NULL,EM,NULL,0,NULL,3,2007-10-09 16:45:23.037,2,NULL,NULL
358,"mat12 10º ano - treinos 2008                                ",73199,999,3,NULL,2008-01-01 01:00:00.000,2,30,20,2,1,0,NULL,NULL,NULL,NULL,NULL,MXII,NULL,0,NULL,4,2007-10-09 16:46:22.707,2,NULL,NULL
359,"mat12 11º ano - treinos 2008                                ",73199,999,3,NULL,2008-01-01 01:00:00.000,2,30,20,2,1,0,NULL,NULL,NULL,NULL,NULL,MXII,NULL,0,NULL,4,2007-10-09 16:47:15.957,2,NULL,NULL
360,"mat12 12º ano - treinos 2008                                ",73199,999,3,NULL,2008-01-01 01:00:00.000,2,30,20,2,1,0,NULL,NULL,NULL,NULL,NULL,MXII,NULL,0,NULL,4,2007-10-09 16:47:54.860,2,NULL,NULL
361,"RedeMat 2008                                                ",73199,999,2,NULL,2008-03-05 09:00:00.000,1,30,20,2,2,0,NULL,2008-01-01 09:00:00.000,NULL,2008-01-01 09:00:00.000,2008-03-05 13:35:00.000,RM,NULL,0,NULL,3,2007-10-09 17:00:22.050,2,NULL,NULL
362,"MINImat 3º ano - RedeMat 2008                               ",73199,999,2,NULL,2008-03-05 09:00:00.000,1,30,20,2,2,0,NULL,NULL,NULL,2008-01-01 00:00:00.000,2008-02-27 23:59:00.000,MM,NULL,0,NULL,NULL,2007-10-09 17:17:41.267,2,NULL,NULL
363,"MINImat 4º ano - RedeMat 2008                               ",73199,999,2,NULL,2008-03-05 09:00:00.000,1,30,20,2,2,0,NULL,NULL,NULL,2008-01-01 09:00:00.000,2008-02-27 23:59:00.000,MM,NULL,0,NULL,NULL,2007-10-09 17:20:32.200,2,NULL,NULL
364,"MAISmat 5º ano - RedeMat 2008                               ",73199,999,2,NULL,2008-03-05 09:00:00.000,1,30,20,2,2,0,NULL,NULL,NULL,2008-01-01 09:00:00.000,2008-02-27 23:59:00.000,+M,NULL,0,NULL,NULL,2007-10-09 17:21:48.260,2,NULL,NULL
365,"MAISmat 6º ano - RedeMat 2008                               ",73199,999,2,NULL,2008-03-05 09:00:00.000,1,30,20,2,2,0,NULL,NULL,NULL,2008-01-01 09:00:00.000,2008-02-27 23:59:00.000,+M,NULL,0,NULL,NULL,2007-10-09 17:22:50.930,2,NULL,NULL
366,"EQUAmat 7º ano - RedeMat 2008                               ",73199,999,2,NULL,2008-03-05 09:00:00.000,1,30,20,2,2,0,NULL,NULL,NULL,2008-01-01 09:00:00.000,2008-02-27 23:59:00.000,EM,NULL,0,NULL,NULL,2007-10-09 17:23:56.460,2,NULL,NULL
367,"EQUAmat 8º ano - RedeMat 2008                               ",73199,999,2,NULL,2008-03-05 09:00:00.000,1,30,20,2,2,0,NULL,NULL,NULL,2008-01-01 09:00:00.000,2008-02-27 23:59:00.000,EM,NULL,0,NULL,NULL,2007-10-09 17:25:08.320,2,NULL,NULL
368,"EQUAmat 9º ano - RedeMat 2008                               ",73199,999,2,NULL,2008-03-05 09:00:00.000,1,30,20,2,2,0,NULL,NULL,NULL,2008-01-01 09:00:00.000,2008-02-27 23:59:00.000,EM,NULL,0,NULL,NULL,2007-10-09 17:26:55.597,2,NULL,NULL
369,"mat12 11º ano - RedeMat 2008                                ",73199,999,2,NULL,2008-03-05 09:00:00.000,1,30,20,2,2,0,NULL,NULL,NULL,2008-01-01 09:00:00.000,2008-02-27 23:59:00.000,MXII,NULL,0,NULL,NULL,2007-10-09 17:30:00.703,2,NULL,NULL
370,"mat12 10º ano - RedeMat 2008                                ",73199,999,2,NULL,2008-03-05 09:00:00.000,1,30,20,2,2,0,NULL,NULL,NULL,2008-01-01 09:00:00.000,2008-02-27 23:59:00.000,MXII,NULL,0,NULL,NULL,2007-10-09 17:31:16.560,2,NULL,NULL
371,"mat12 12º ano - RedeMat 2008                                ",73199,999,2,NULL,2008-03-05 09:00:00.000,1,30,20,2,2,0,NULL,NULL,NULL,2008-01-01 09:00:00.000,2008-02-27 23:59:00.000,MXII,NULL,0,NULL,NULL,2007-10-09 17:32:38.217,2,NULL,NULL
372,"bio 10 11 - RedeBio 2008                                    ",73199,999,2,NULL,2008-03-05 09:00:00.000,1,20,10,2,2,0,NULL,NULL,NULL,2008-01-01 09:00:00.000,2008-03-05 12:45:00.000,O,NULL,0,NULL,4,2007-10-11 10:04:38.270,2,NULL,NULL
373,"bio 11 12 - RedeBio 2008                                    ",73199,999,2,NULL,2008-03-05 09:00:00.000,1,25,15,2,2,0,NULL,NULL,NULL,2008-01-01 09:00:00.000,2008-03-05 12:45:00.000,O2,NULL,0,NULL,4,2007-10-11 10:15:08.917,2,NULL,NULL
374,"MINIbio - RedeBio 2008                                      ",73199,999,2,NULL,2008-03-05 09:00:00.000,1,25,15,2,2,0,NULL,NULL,NULL,2008-01-01 00:00:00.000,2008-03-05 12:45:00.000,MB,NULL,0,NULL,1,2007-10-11 10:23:00.453,2,NULL,NULL
375,"bio 10 11 - treinos 2008                                    ",73199,999,3,NULL,2008-01-01 09:00:00.000,2,20,10,2,1,0,NULL,NULL,NULL,NULL,NULL,O,NULL,0,NULL,4,2007-10-11 10:45:09.787,2,NULL,NULL
376,"bio 11 12 - treinos 2008                                    ",73199,999,3,NULL,2008-01-01 09:00:00.000,2,25,15,2,1,0,NULL,NULL,NULL,NULL,NULL,O2,NULL,0,NULL,4,2007-10-11 10:46:44.660,2,NULL,NULL
377,"MINIbio - treinos 2008                                      ",73199,999,3,NULL,2008-01-01 09:00:00.000,2,25,15,2,1,0,NULL,NULL,NULL,NULL,NULL,MB,NULL,0,NULL,1,2007-10-11 10:49:26.237,2,NULL,NULL
378,"NIGHTmat treinos 2008 - não se vai realizar                 ",73199,999,3,NULL,2008-01-01 09:00:00.000,1,30,20,2,1,0,NULL,NULL,NULL,NULL,NULL,NM,NULL,0,NULL,5,2007-10-11 11:06:27.247,2,NULL,NULL
379,"NIGHTmat 2008 - não se vai realizar                         ",73199,999,2,NULL,NULL,1,30,20,2,1,0,NULL,NULL,NULL,NULL,NULL,NM,NULL,0,NULL,5,2007-10-11 11:11:10.523,2,NULL,NULL
380,"RedeBio 2008 (não insccrever)                               ",73199,999,2,NULL,2008-03-05 09:00:00.000,1,25,20,2,2,0,NULL,2008-01-01 09:00:00.000,NULL,2008-01-01 09:00:00.000,2008-02-27 23:59:00.000,O,NULL,0,NULL,3,2007-11-15 15:39:56.190,2,NULL,NULL
381,"MINImat 3º ano Madeira 2008 - São Vicente                   ",55632,10,2,NULL,2008-02-13 09:30:00.000,1,30,20,2,2,0,NULL,NULL,NULL,2007-12-10 09:00:00.000,2008-02-09 23:59:00.000,MM,NULL,0,NULL,1,2007-12-05 14:12:34.910,2,NULL,NULL
385,"MINImat 3º ano Madeira 2008 - Porto Santo                   ",55632,10,2,NULL,2008-02-21 09:30:00.000,1,30,20,2,2,0,NULL,NULL,NULL,2007-12-10 09:00:00.000,2008-02-09 23:59:00.000,MM,NULL,0,NULL,1,2007-12-05 14:27:43.940,2,NULL,NULL
393,"MINImat 4º ano Madeira 2008 - São Vicente                   ",55632,10,2,NULL,2008-02-13 09:30:00.000,1,30,20,2,2,0,NULL,NULL,NULL,2007-12-10 09:00:00.000,2008-02-09 23:59:00.000,MM,NULL,0,NULL,1,2007-12-05 14:50:51.740,2,NULL,NULL
394,"MINImat 3º ano Madeira 2008 - Ponta do Sol                  ",55632,10,2,NULL,2008-02-28 09:30:00.000,1,30,20,2,2,0,NULL,NULL,NULL,2007-12-10 09:00:00.000,2008-02-09 23:59:00.000,MM,NULL,0,NULL,1,2007-12-05 15:36:14.427,2,NULL,NULL
395,"MINImat 4º ano Madeira 2008 - Ponta do Sol                  ",55632,10,2,NULL,2008-02-28 09:30:00.000,1,30,20,2,2,0,NULL,NULL,NULL,2007-12-10 09:00:00.000,2008-02-09 23:59:00.000,MM,NULL,0,NULL,1,2007-12-05 16:03:57.240,2,NULL,NULL
396,"MINImat 4º ano Madeira 2008 - Porto Santo                   ",55632,10,2,NULL,2008-02-21 09:30:00.000,1,30,20,2,2,0,NULL,NULL,NULL,2007-12-10 09:00:00.000,2008-02-09 23:59:00.000,MM,NULL,0,NULL,1,2007-12-05 16:08:25.360,2,NULL,NULL
398,"MINImat 3º ano Madeira 2008 - Porto Moniz                   ",55632,10,2,NULL,2008-02-14 09:30:00.000,1,30,20,2,2,0,NULL,NULL,NULL,2007-12-10 09:00:00.000,2008-02-09 23:59:00.000,MM,NULL,0,NULL,1,2007-12-05 16:35:18.610,2,NULL,NULL
399,"MINImat 4º ano Madeira 2008 - Porto Moniz                   ",55632,10,2,NULL,2008-02-14 09:30:00.000,1,30,20,2,2,0,NULL,NULL,NULL,2007-12-10 09:00:00.000,2008-02-09 23:59:00.000,MM,NULL,0,NULL,1,2007-12-05 16:36:30.810,2,NULL,NULL
400,"MINImat 3º ano Madeira 2008 - Santa Cruz                    ",55632,10,2,NULL,2000-01-01 09:30:00.000,1,30,20,2,2,0,NULL,NULL,NULL,2007-12-10 09:00:00.000,2008-02-02 23:59:00.000,MM,NULL,0,NULL,1,2007-12-05 16:40:39.540,2,NULL,NULL
401,"MINImat 4º ano Madeira 2008 - Santa Cruz                    ",55632,10,2,NULL,2000-01-01 09:30:00.000,1,30,20,2,2,0,NULL,NULL,NULL,2007-12-10 09:00:00.000,2008-02-02 23:59:00.000,MM,NULL,0,NULL,1,2007-12-05 16:41:39.740,2,NULL,NULL
402,"MINImat 3º ano Madeira 2008 - Ribeira Brava                 ",55632,10,2,NULL,2008-02-20 09:30:00.000,1,30,20,2,2,0,NULL,NULL,NULL,2007-12-10 09:00:00.000,2008-02-09 23:59:00.000,MM,NULL,0,NULL,1,2007-12-05 17:02:10.970,2,NULL,NULL
403,"MINImat 4º ano Madeira 2008 - Ribeira Brava                 ",55632,10,2,NULL,2008-02-20 09:30:00.000,1,30,20,2,2,0,NULL,NULL,NULL,2007-12-10 09:00:00.000,2008-02-09 23:59:00.000,MM,NULL,0,NULL,1,2007-12-05 17:03:01.670,2,NULL,NULL
404,"MINImat 3º ano Madeira 2008 - Santana                       ",55632,10,2,NULL,2008-02-22 09:30:00.000,1,30,20,2,2,0,NULL,NULL,NULL,2007-12-10 09:00:00.000,2008-02-09 23:59:00.000,MM,NULL,0,NULL,1,2007-12-05 17:18:19.763,2,NULL,NULL
405,"MINImat 4º ano Madeira 2008 - Santana                       ",55632,10,2,NULL,2008-02-22 09:30:00.000,1,30,20,2,2,0,NULL,NULL,NULL,2007-12-10 09:00:00.000,2008-02-09 23:59:00.000,MM,NULL,0,NULL,1,2007-12-05 17:19:14.607,2,NULL,NULL
406,"MINImat 3º ano Madeira 2008 - Calheta                       ",55632,10,2,NULL,2008-03-07 09:30:00.000,1,30,20,2,2,0,NULL,NULL,NULL,2007-12-10 09:00:00.000,2008-02-09 23:59:00.000,MM,NULL,0,NULL,1,2007-12-06 09:19:27.377,2,NULL,NULL
407,"MINImat 4º ano Madeira 2008 - Calheta                       ",55632,10,2,NULL,2008-03-07 09:30:00.000,1,30,20,2,2,0,NULL,NULL,NULL,2007-12-10 09:00:00.000,2008-02-09 23:59:00.000,MM,NULL,0,NULL,1,2007-12-06 09:20:36.767,2,NULL,NULL
408,"MINImat 3º ano Madeira 2008 - Câmara de Lobos               ",55632,10,2,NULL,2008-03-06 09:30:00.000,1,30,20,2,2,0,NULL,NULL,NULL,2007-12-10 09:00:00.000,2008-02-09 23:59:00.000,MM,NULL,0,NULL,1,2007-12-06 09:38:19.290,2,NULL,NULL
409,"MINImat 4º ano Madeira 2008 - Câmara de Lobos               ",55632,10,2,NULL,2008-03-06 09:30:00.000,1,30,20,2,2,0,NULL,NULL,NULL,2007-12-10 09:00:00.000,2008-02-09 23:59:00.000,MM,NULL,0,NULL,1,2007-12-06 09:39:32.820,2,NULL,NULL
410,"MINImat 3º ano Madeira 2008 - Machico                       ",55632,10,2,NULL,2008-02-29 09:30:00.000,1,30,20,2,2,0,NULL,NULL,NULL,2007-12-10 09:00:00.000,2008-02-09 23:59:00.000,MM,NULL,0,NULL,1,2007-12-06 09:55:37.160,2,NULL,NULL
411,"MINImat 4º ano Madeira 2008 - Machico                       ",55632,10,2,NULL,2008-02-29 09:30:00.000,1,30,20,2,2,0,NULL,NULL,NULL,2007-12-10 09:00:00.000,2008-02-09 23:59:00.000,MM,NULL,0,NULL,1,2007-12-06 09:56:33.690,2,NULL,NULL
412,"MAISmat 5º ano Madeira - 2008                               ",55632,15,2,NULL,2008-04-09 13:30:00.000,1,30,20,2,2,0,NULL,NULL,NULL,2008-02-04 09:00:00.000,2008-03-07 23:59:00.000,+M,NULL,0,NULL,2,2007-12-06 10:21:55.880,2,NULL,NULL
413,"MAISmat 6º ano Madeira - 2008                               ",55632,15,2,NULL,2008-04-09 13:30:00.000,1,30,20,2,2,0,NULL,NULL,NULL,2008-02-04 09:00:00.000,2008-03-19 23:59:00.000,+M,NULL,0,NULL,2,2007-12-06 10:31:36.790,2,NULL,NULL
414,"EQUAmat 7º ano Madeira - 2008                               ",55632,15,2,NULL,2008-04-10 09:00:00.000,1,30,20,2,2,0,NULL,NULL,NULL,2008-02-04 09:00:00.000,2008-03-07 23:59:00.000,EM,NULL,0,NULL,3,2007-12-06 11:11:40.870,2,NULL,NULL
415,"EQUAmat 8º ano Madeira - 2008                               ",55632,15,2,NULL,2008-04-10 09:00:00.000,1,30,20,2,2,0,NULL,NULL,NULL,2008-02-04 09:00:00.000,2008-03-07 23:59:00.000,EM,NULL,0,NULL,3,2007-12-06 11:14:03.803,2,NULL,NULL
416,"EQUAmat 9º ano Madeira - 2008                               ",55632,15,2,NULL,2008-04-10 09:00:00.000,1,30,20,2,2,0,NULL,NULL,NULL,2008-02-04 09:00:00.000,2008-03-07 23:59:00.000,EM,NULL,0,NULL,3,2007-12-06 11:15:06.960,2,NULL,NULL
417,"mat12 10º ano Madeira - 2008                                ",55632,15,2,NULL,2008-04-11 09:00:00.000,1,30,20,2,2,0,NULL,NULL,NULL,2008-02-04 09:00:00.000,2008-03-07 23:59:00.000,MXII,NULL,0,NULL,4,2007-12-06 12:23:48.800,2,NULL,NULL
418,"mat12 11º ano Madeira - 2008                                ",55632,15,2,NULL,2008-04-11 09:00:00.000,1,30,20,2,2,0,NULL,NULL,NULL,2008-02-04 09:00:00.000,2008-03-07 23:59:00.000,MXII,NULL,0,NULL,4,2007-12-06 12:24:37.847,2,NULL,NULL
419,"mat12 12º ano Madeira - 2008                                ",55632,15,2,NULL,2008-04-11 09:00:00.000,1,30,20,2,2,0,NULL,NULL,NULL,2008-02-04 09:00:00.000,2008-03-07 23:59:00.000,MXII,NULL,0,NULL,4,2007-12-06 12:25:23.643,2,NULL,NULL
420,"MINImat3ºanoMadeira2008-Funchal/SantaCruz-Galeão            ",55632,10,2,NULL,2008-03-03 09:30:00.000,1,30,20,2,2,0,NULL,NULL,NULL,2007-12-10 09:00:00.000,2008-02-09 23:59:00.000,MM,NULL,0,NULL,1,2007-12-07 09:44:29.787,2,NULL,NULL
421,"MINImat3ºanoMadeira2008-Funchal/SantaCruz-Nazaré            ",55632,10,2,NULL,2008-03-04 09:30:00.000,1,30,20,2,2,0,NULL,NULL,NULL,2007-12-10 09:00:00.000,2008-02-09 23:59:00.000,MM,NULL,0,NULL,1,2007-12-07 09:47:41.140,2,NULL,NULL
422,"MINImat4ºanoMadeira2008-Funchal/SantaCruz-Galeão            ",55632,10,2,NULL,2008-03-03 09:30:00.000,1,30,20,2,2,0,NULL,NULL,NULL,2007-12-10 09:00:00.000,2008-02-09 23:59:00.000,MM,NULL,0,NULL,1,2007-12-07 09:48:34.437,2,NULL,NULL
423,"MINImat4ºanoMadeira2008-Funchal/SantaCruz-Nazaré            ",55632,10,2,NULL,2008-03-04 09:30:00.000,1,30,20,2,2,0,NULL,NULL,NULL,2007-12-10 09:00:00.000,2008-02-09 23:59:00.000,MM,NULL,0,NULL,1,2007-12-07 09:49:41.640,2,NULL,NULL
424,"MINIbio Madeira 2008 - São Vicente                          ",55632,5,2,NULL,2008-02-13 09:30:00.000,1,25,15,2,2,0,NULL,NULL,NULL,2007-12-10 09:00:00.000,2008-02-09 23:59:00.000,MB,NULL,0,NULL,1,2007-12-07 10:00:43.377,2,NULL,NULL
425,"MINIbio Madeira 2008 - Porto Moniz                          ",55632,5,2,NULL,2008-02-14 09:30:00.000,1,25,15,2,2,0,NULL,NULL,NULL,2007-12-10 09:00:00.000,2008-02-09 23:59:00.000,MB,NULL,0,NULL,1,2007-12-07 10:03:41.403,2,NULL,NULL
427,"MINIbio Madeira 2008 - Ribeira Brava                        ",55632,5,2,NULL,2008-02-20 09:30:00.000,1,25,15,2,2,0,NULL,NULL,NULL,2007-12-10 09:00:00.000,2008-02-09 23:59:00.000,MB,NULL,0,NULL,1,2007-12-07 10:05:32.760,2,NULL,NULL
428,"MINIbio Madeira 2008 - Porto Santo                          ",55632,5,2,NULL,2008-02-21 09:30:00.000,1,25,15,2,2,0,NULL,NULL,NULL,2007-12-10 09:00:00.000,2008-02-09 23:59:00.000,MB,NULL,0,NULL,1,2007-12-07 10:06:24.760,2,NULL,NULL
429,"MINIbio Madeira 2008 - Santana                              ",55632,5,2,NULL,2008-02-22 09:30:00.000,1,25,15,2,2,0,NULL,NULL,NULL,2007-12-10 09:00:00.000,2008-02-09 23:59:00.000,MB,NULL,0,NULL,1,2007-12-07 10:07:13.460,2,NULL,NULL
430,"MINIbio Madeira 2008 - Ponta do Sol                         ",55632,5,2,NULL,2008-02-28 09:30:00.000,1,25,15,2,2,0,NULL,NULL,NULL,2007-12-10 09:00:00.000,2008-02-09 23:59:00.000,MB,NULL,0,NULL,1,2007-12-07 10:08:08.070,2,NULL,NULL
431,"MINIbio Madeira 2008 - Machico                              ",55632,5,2,NULL,2008-02-29 09:30:00.000,1,25,15,2,2,0,NULL,NULL,NULL,2007-12-10 09:00:00.000,2008-02-09 23:59:00.000,MB,NULL,0,NULL,1,2007-12-07 10:08:52.757,2,NULL,NULL
432,"MINIbio Madeira 2008 - Funchal/Santa Cruz - Galeão          ",55632,5,2,NULL,2008-03-03 09:30:00.000,1,25,15,2,2,0,NULL,NULL,NULL,2007-12-10 09:00:00.000,2008-02-09 23:59:00.000,MB,NULL,0,NULL,1,2007-12-07 10:22:39.803,2,NULL,NULL
433,"MINIbio Madeira 2008 - Funchal/Santa Cruz - Nazaré          ",55632,5,2,NULL,2008-03-04 09:30:00.000,1,25,15,2,2,0,NULL,NULL,NULL,2007-12-10 09:00:00.000,2008-02-09 23:59:00.000,MB,NULL,0,NULL,1,2007-12-07 10:23:36.193,2,NULL,NULL
434,"MINIbio Madeira 2008 - Câmara de Lobos                      ",55632,5,2,NULL,2008-03-06 09:30:00.000,1,25,15,2,2,0,NULL,NULL,NULL,2007-12-10 09:00:00.000,2008-02-09 23:59:00.000,MB,NULL,0,NULL,1,2007-12-07 10:24:30.723,2,NULL,NULL
435,"MINIbio Madeira 2008 - Calheta                              ",55632,5,2,NULL,2008-03-07 09:30:00.000,1,25,15,2,2,0,NULL,NULL,NULL,2007-12-10 09:00:00.000,2008-02-09 23:59:00.000,MB,NULL,0,NULL,1,2007-12-07 10:25:24.600,2,NULL,NULL
436,"bio 10 11 Madeira - 2008                                    ",55632,15,2,NULL,2008-04-11 09:00:00.000,1,20,10,2,2,0,NULL,NULL,NULL,2008-02-04 09:00:00.000,2008-03-07 23:59:00.000,O,NULL,0,NULL,4,2007-12-07 10:29:13.797,2,NULL,NULL
437,"bio 11 12 Madeira - 2008                                    ",55632,15,2,NULL,2008-04-11 09:00:00.000,1,25,15,2,2,0,NULL,NULL,NULL,2008-02-04 09:00:00.000,2008-03-07 23:59:00.000,O2,NULL,0,NULL,4,2007-12-07 10:30:39.920,2,NULL,NULL
438,"bett (COMPETITION)                                          ",356,999,3,NULL,2008-01-01 09:00:00.000,2,10,6,2,1,0,NULL,NULL,NULL,NULL,NULL,EN,NULL,0,NULL,3,2007-01-03 00:00:00.000,2,NULL,NULL
439,"fis12 Mecânica - treinos 2008                               ",73199,999,3,NULL,2008-01-14 10:00:00.000,2,45,10,2,1,1,NULL,NULL,NULL,NULL,NULL,FIS,NULL,0,NULL,4,2008-01-09 13:30:07.260,2,NULL,NULL
440,"fis12 Electromagnetismo - treinos 2008                      ",73199,999,3,NULL,2008-02-14 10:00:00.000,2,45,10,2,1,1,NULL,NULL,NULL,NULL,NULL,FIS,NULL,0,NULL,4,2008-01-09 13:31:20.120,2,NULL,NULL
441,"fis12 - treinos 2008                                        ",73199,999,3,NULL,2008-03-17 09:00:00.000,2,45,10,2,1,1,NULL,NULL,NULL,NULL,NULL,FIS,NULL,0,NULL,4,2008-01-09 13:32:27.650,2,NULL,NULL
442,"fis12 - 2008                                                ",73199,999,2,NULL,2008-04-30 09:00:00.000,1,45,10,2,2,1,NULL,2007-10-22 10:30:00.000,NULL,2007-10-19 00:01:00.000,2008-04-25 23:59:00.000,FIS,NULL,0,NULL,4,2008-01-09 13:36:43.293,2,NULL,NULL
443,"dar@língua 2008                                             ",73199,15,2,NULL,2008-04-28 09:00:00.000,1,30,10,2,2,0,NULL,2008-01-24 09:00:00.000,NULL,2008-01-24 12:00:00.000,2008-04-25 23:59:00.000,POR,NULL,0,NULL,3,2008-01-24 10:51:45.410,2,NULL,NULL
444,"dar@língua 7º ano - treinos 2008                            ",73199,999,3,NULL,2008-01-24 11:00:00.000,2,30,10,2,1,0,NULL,NULL,NULL,NULL,NULL,POR,NULL,0,NULL,3,2008-01-24 10:54:29.830,2,NULL,NULL
445,"PENAFIELmat 3º ano - 2008                                   ",73199,999,2,NULL,2008-04-19 09:00:00.000,1,30,20,2,2,0,NULL,2008-01-02 09:00:00.000,NULL,2008-01-29 09:00:00.000,2008-04-17 19:00:00.000,MM,NULL,0,NULL,1,2008-01-29 13:58:43.030,2,NULL,NULL
446,"PENAFIELmat 4º ano - 2008                                   ",73199,999,2,NULL,2008-04-19 09:00:00.000,1,30,20,2,2,0,NULL,2008-01-02 09:00:00.000,NULL,2008-01-29 09:00:00.000,2008-04-17 19:00:00.000,MM,NULL,0,NULL,1,2008-01-29 13:59:39.127,2,NULL,NULL
447,"MINImat 3º ano Madeira 2008                                 ",73199,15,2,NULL,2008-04-08 09:00:00.000,1,30,20,2,2,0,NULL,NULL,NULL,2008-03-05 00:00:00.000,2008-03-07 11:00:00.000,MM,NULL,0,NULL,1,2008-03-05 16:09:31.577,2,NULL,NULL
448,"MINImat 4º ano Madeira 2008                                 ",73199,15,2,NULL,2008-04-08 09:00:00.000,1,30,20,2,2,0,NULL,NULL,NULL,2008-03-05 00:00:00.000,2008-03-07 11:00:00.000,MM,NULL,0,NULL,1,2008-03-05 16:12:25.023,2,NULL,NULL
449,"MINIbio Madeira - 2008                                      ",73199,15,2,NULL,2008-04-08 09:00:00.000,1,25,15,2,2,0,NULL,NULL,NULL,2008-03-05 00:00:00.000,2008-03-07 11:00:00.000,MB,NULL,0,NULL,1,2008-03-05 16:15:30.720,2,NULL,NULL
450,"comp TESTE pai                                              ",356,99,2,NULL,2008-01-01 00:00:00.000,2,25,15,2,2,0,NULL,NULL,NULL,NULL,NULL,MM,NULL,0,NULL,1,2008-04-26 16:07:42.453,2,NULL,NULL
451,"Fis 10 - 2008                                               ",8452,999,2,NULL,2008-08-30 07:00:00.000,1,30,6,2,2,1,NULL,2008-07-30 07:00:00.000,NULL,2008-07-30 07:00:00.000,2008-08-29 23:59:00.000,FIS,NULL,0,NULL,3,2008-08-26 21:38:25.107,2,NULL,NULL
452,"Fis 11 - 2008                                               ",8452,999,2,NULL,2008-08-30 07:00:00.000,1,30,6,2,2,1,NULL,2008-07-30 07:00:00.000,NULL,2008-07-30 07:00:00.000,2008-08-29 23:59:00.000,FIS,NULL,0,NULL,3,2008-08-26 21:39:39.137,2,NULL,NULL
453,"Fis 12 - 2008                                               ",8452,999,2,NULL,2008-08-30 07:00:00.000,1,30,6,2,2,1,NULL,2008-07-30 07:00:00.000,NULL,2008-07-30 07:00:00.000,2008-08-29 23:59:00.000,FIS,NULL,0,NULL,3,2008-08-26 21:40:16.997,2,NULL,NULL
454,"MINImat - 2009                                              ",73199,15,2,NULL,2009-04-29 09:00:00.000,1,30,20,2,2,0,NULL,2008-10-13 10:30:00.000,NULL,2008-10-19 00:01:00.000,2009-04-29 13:00:00.000,MM,NULL,0,NULL,1,2008-09-09 15:38:44.297,2,NULL,NULL
455,"MAISmat - 2009                                              ",73199,15,2,NULL,2009-04-29 09:00:00.000,1,30,20,2,2,0,NULL,2008-10-13 10:30:00.000,NULL,2008-10-19 00:01:00.000,2009-04-29 13:00:00.000,+M,NULL,0,NULL,2,2008-09-09 15:40:57.370,2,NULL,NULL
456,"EQUAmat - 2009                                              ",73199,15,2,NULL,2009-04-28 09:00:00.000,1,30,20,2,2,0,NULL,2008-10-13 10:30:00.000,NULL,2008-10-19 00:01:00.000,2009-04-29 13:00:00.000,EM,NULL,0,NULL,3,2008-09-09 15:42:49.387,2,NULL,NULL
457,"mat12 - 2009                                                ",73199,15,2,NULL,2009-04-30 09:00:00.000,1,30,20,2,2,0,NULL,2008-10-13 10:30:00.000,NULL,2008-10-19 00:01:00.000,2009-04-30 13:00:00.000,MXII,NULL,0,NULL,4,2008-09-09 15:47:17.083,2,NULL,NULL
458,"MINIbio - 2009                                              ",73199,15,2,NULL,2009-04-29 09:00:00.000,1,25,15,2,2,0,NULL,2008-10-13 10:30:00.000,NULL,2008-10-19 00:01:00.000,2009-04-29 13:00:00.000,MB,NULL,0,NULL,1,2008-09-09 15:50:04.660,2,NULL,NULL
459,"bio 10 11 - 2009                                            ",73199,15,2,NULL,2009-04-30 09:00:00.000,1,20,10,2,2,0,NULL,2008-10-13 10:30:00.000,NULL,2008-10-19 00:01:00.000,2009-04-30 13:00:00.000,O,NULL,0,NULL,4,2008-09-09 15:53:02.590,2,NULL,NULL
460,"bio 11 12 - 2009                                            ",73199,15,2,NULL,2009-04-30 09:00:00.000,1,25,15,2,2,0,NULL,2008-10-13 10:30:00.000,NULL,2008-10-19 00:01:00.000,2009-04-30 13:00:00.000,O2,NULL,0,NULL,4,2008-09-09 15:55:34.947,2,NULL,NULL
461,"DAR@língua 2009                                             ",73199,15,2,NULL,2009-04-28 09:00:00.000,1,30,10,2,2,0,NULL,2008-10-13 10:30:00.000,NULL,2008-10-19 00:01:00.000,2009-04-29 13:00:00.000,POR,NULL,0,NULL,3,2008-09-09 15:59:18.070,2,NULL,NULL
462,"fis 10 11 12 - 2009                                         ",73199,15,2,NULL,2009-04-30 09:00:00.000,1,45,10,2,2,0,NULL,2008-10-13 10:30:00.000,NULL,2008-10-19 00:01:00.000,2009-04-30 13:00:00.000,FIS,NULL,0,NULL,4,2008-09-09 16:02:32.160,2,NULL,NULL
463,"MINImat 3º ano - treinos 2009                               ",73199,999,3,NULL,2009-01-01 01:00:00.000,2,30,20,2,1,0,NULL,NULL,NULL,NULL,NULL,MM,NULL,0,NULL,1,2008-09-09 16:05:26.060,2,NULL,NULL
